1,0.99546486
2,0.917581398
3,0.845791404
4,0.779618136
5,0.71862215
6,0.662398386
7,0.610573473
8,0.562803252
9,0.518770492
10,0.478182779
11,0.440770578
12,0.406285445
13,0.374498369
14,0.345198259
15,0.318190539
16,0.293295858
17,0.270348893
18,0.249197259
19,0.229700493
20,0.211729121
21,0.195163798
22,0.179894517
23,0.165819879
24,0.152846416
25,0.140887975
26,0.129865141
27,0.119704716
28,0.110339224
29,0.101706472
30,0.093749133
31,0.086414361
32,0.07965345
33,0.073421501
34,0.067677128
35,0.062382186
36,0.057501511
37,0.053002691
38,0.048855852
39,0.045033454
40,0.041510114
41,0.038262433
42,0.035268846
43,0.032509472
44,0.029965987
45,0.0276215
46,0.025460441
47,0.02346846
48,0.021632328
49,0.019939851
50,0.018379792
51,0.016941788
52,0.015616292
53,0.0143945
54,0.013268299
55,0.01223021
56,0.011273339
57,0.010391333
58,0.009578333
59,0.00882894
60,0.008138179
61,0.007501462
62,0.00691456
63,0.006373577
64,0.005874919
65,0.005415276
66,0.004991594
67,0.00460106
68,0.004241081
69,0.003909266
70,0.003603412
71,0.003321487
72,0.00306162
73,0.002822084
74,0.002601289
75,0.002397768
76,0.002210171
77,0.002037251
78,0.00187786
79,0.00173094
80,0.001595514
81,0.001470684
82,0.00135562
83,0.001249558
84,0.001151795
85,0.001061681
86,0.000978617
87,0.000902051
88,0.000831476
89,0.000766423
90,0.000706459
91,0.000651187
92,0.000600239
93,0.000553278
94,0.00050999
95,0.00047009
96,0.000433311
97,0.000399409
98,0.00036816
99,0.000339356
100,0.000312805
101,0.000288332
102,0.000265773
103,0.00024498
104,0.000225813
105,0.000208146
106,0.000191861
107,0.00017685
108,0.000163013
109,0.000150259
110,0.000138503
111,0.000127667
112,0.000117679
113,0.000108472
114,1.00E-04
115,9.22E-05
116,8.50E-05
117,7.83E-05
118,7.22E-05
119,6.65E-05
120,6.13E-05
121,5.65E-05
122,5.21E-05
123,4.80E-05
124,4.43E-05
125,4.08E-05
126,3.76E-05
127,3.47E-05
128,3.20E-05
129,2.95E-05
130,2.72E-05
131,2.50E-05
132,2.31E-05
133,2.13E-05
134,1.96E-05
135,1.81E-05
136,1.67E-05
137,1.54E-05
138,1.42E-05
139,1.30E-05
140,1.20E-05
141,1.11E-05
142,1.10E-05
143,1.19E-05
144,1.28E-05
145,1.37E-05
146,1.47E-05
147,1.58E-05
148,1.70E-05
149,1.83E-05
150,1.97E-05
151,2.12E-05
152,2.28E-05
153,2.45E-05
154,2.63E-05
155,2.83E-05
156,3.04E-05
157,3.27E-05
158,3.51E-05
159,3.78E-05
160,4.06E-05
161,4.36E-05
162,4.69E-05
163,5.04E-05
164,5.42E-05
165,5.83E-05
166,6.27E-05
167,6.74E-05
168,7.24E-05
169,7.79E-05
170,8.37E-05
171,9.00E-05
172,9.68E-05
173,0.000104015
174,0.000111822
175,0.000120216
176,0.000129239
177,0.00013894
178,0.000149369
179,0.000160581
180,0.000172634
181,0.000185592
182,0.000199523
183,0.0002145
184,0.0002306
185,0.000247909
186,0.000266518
187,0.000286523
188,0.00030803
189,0.000331151
190,0.000356007
191,0.00038273
