"V1","V2"
224,0.638904684031917
225,0.637628151621775
226,0.636354169725088
227,0.635082733245929
228,0.63381383709855
229,0.632547476207365
230,0.631283645506927
231,0.630022339941914
232,0.6287635544671
233,0.627507284047342
234,0.626253523657557
235,0.625002268282702
236,0.623753512917753
237,0.622507252567688
238,0.621263482247463
239,0.620022196981995
240,0.618783391806142
241,0.617547061764681
242,0.616313201912291
243,0.61508180731353
244,0.613852873042819
245,0.612626394184418
246,0.61140236583241
247,0.610180783090681
248,0.608961641072898
249,0.607744934902492
250,0.606530659712635
251,0.605318810646226
252,0.604109382855866
253,0.602902371503844
254,0.601697771762111
255,0.600495578812268
256,0.59929578784554
257,0.598098394062763
258,0.59690339267436
259,0.595710778900323
260,0.594520547970196
261,0.593332695123054
262,0.592147215607483
263,0.590964104681564
264,0.589783357612852
265,0.588604969678357
266,0.587428936164525
267,0.586255252367221
268,0.585083913591709
269,0.58391491515263
270,0.582748252373991
271,0.581583920589139
272,0.580421915140744
273,0.579262231380784
274,0.578104864670521
275,0.576949810380488
276,0.575797063890466
277,0.574646620589467
278,0.573498475875717
279,0.572352625156635
280,0.571209063848817
281,0.570067787378015
282,0.568928791179123
283,0.567792070696155
284,0.566657621382226
285,0.565525438699539
286,0.56439551811936
287,0.563267855122006
288,0.562142445196824
289,0.561019283842172
290,0.559898366565404
291,0.558779688882848
292,0.557663246319793
293,0.556549034410467
294,0.55543704869802
295,0.554327284734509
296,0.553219738080876
297,0.552114404306932
298,0.551011278991343
299,0.549910357721603
300,0.548811636094028
301,0.548263098772307
302,0.547715109713729
303,0.547167668370308
304,0.5466207741946
305,0.546074426639712
306,0.545528625159295
307,0.54498336920755
308,0.544438658239219
309,0.543894491709592
310,0.543350869074502
311,0.542807789790326
312,0.542265253313986
313,0.541723259102943
314,0.541181806615205
315,0.540640895309319
316,0.540100524644373
317,0.539560694079997
318,0.539021403076359
319,0.53848265109417
320,0.537944437594677
321,0.537406762039666
322,0.536869623891462
323,0.536333022612927
324,0.535796957667459
325,0.535261428518993
326,0.534726434632
327,0.534191975471487
328,0.533658050502993
329,0.533124659192595
330,0.5325918010069
331,0.53205947541305
332,0.531527681878721
333,0.530996419872117
334,0.530465688861978
335,0.529935488317571
336,0.529405817708697
337,0.528876676505685
338,0.528348064179394
339,0.52781998020121
340,0.527292424043051
341,0.52676539517736
342,0.526238893077108
343,0.525712917215793
344,0.525187467067439
345,0.524662542106596
346,0.524138141808338
347,0.523614265648266
348,0.523090913102504
349,0.522568083647698
350,0.522045776761019
351,0.521523991920161
352,0.521002728603337
353,0.520481986289286
354,0.519961764457265
355,0.519442062587051
356,0.518922880158943
357,0.518404216653759
358,0.517886071552835
359,0.517368444338025
360,0.516851334491702
361,0.516334741496758
362,0.515818664836597
363,0.515303103995145
364,0.514788058456839
365,0.514273527706635
366,0.513759511230002
367,0.513246008512922
368,0.512733019041894
369,0.512220542303927
370,0.511708577786546
371,0.511197124977785
372,0.510686183366191
373,0.510175752440823
374,0.509665831691251
375,0.509156420607552
376,0.508647518680317
377,0.508139125400643
378,0.507631240260136
379,0.507123862750912
380,0.506616992365593
381,0.506110628597308
382,0.505604770939695
383,0.505099418886894
384,0.504594571933555
385,0.504090229574829
386,0.503586391306375
387,0.503083056624354
388,0.502580225025432
389,0.502077896006776
390,0.501576069066059
391,0.501074743701452
392,0.500573919411631
393,0.500073595695771
394,0.499573772053548
395,0.499074447985139
396,0.49857562299122
397,0.498077296572965
398,0.497579468232048
399,0.497082137470641
400,0.496585303791413
401,0.49608896669753
402,0.495593125692655
403,0.495097780280947
404,0.494602929967061
405,0.494108574256145
406,0.493614712653845
407,0.493121344666299
408,0.492628469800139
409,0.49213608756249
410,0.491644197460969
411,0.491152799003686
412,0.490661891699244
413,0.490171475056734
414,0.48968154858574
415,0.489192111796335
416,0.488703164199083
417,0.488214705305036
418,0.487726734625735
419,0.487239251673209
420,0.486752255959975
421,0.486265746999038
422,0.485779724303889
423,0.485294187388504
424,0.484809135767347
425,0.484324568955366
426,0.483840486467995
427,0.48335688782115
428,0.482873772531233
429,0.48239114011513
430,0.481908990090206
431,0.481427321974313
432,0.480946135285782
433,0.480465429543426
434,0.47998520426654
435,0.479505458974898
436,0.479026193188755
437,0.478547406428845
438,0.478069098216382
439,0.477591268073056
440,0.477113915521038
441,0.476637040082976
442,0.476160641281993
443,0.475684718641692
444,0.475209271686149
445,0.474734299939917
446,0.474259802928024
447,0.473785780175974
448,0.473312231209743
449,0.472839155555784
450,0.472366552741019
451,0.471894422292846
452,0.471422763739135
453,0.470951576608227
454,0.470480860428935
455,0.470010614730542
456,0.469540839042803
457,0.469071532895943
458,0.468602695820654
459,0.468134327348101
460,0.467666427009913
461,0.467198994338192
462,0.466732028865504
463,0.466265530124884
464,0.465799497649832
465,0.465333930974318
466,0.464868829632773
467,0.464404193160096
468,0.463940021091651
469,0.463476312963266
470,0.463013068311232
471,0.462550286672306
472,0.462087967583704
473,0.461626110583109
474,0.461164715208663
475,0.46070378099897
476,0.460243307493097
477,0.45978329423057
478,0.459323740751375
479,0.458864646595959
480,0.458406011305228
481,0.457947834420546
482,0.457490115483738
483,0.457032854037082
484,0.456576049623319
485,0.456119701785644
486,0.455663810067708
487,0.45520837401362
488,0.454753393167945
489,0.4542988670757
490,0.45384479528236
491,0.453391177333854
492,0.452938012776562
493,0.452485301157321
494,0.452033042023419
495,0.451581234922597
496,0.451129879403047
497,0.450678975013414
498,0.450228521302794
499,0.449778517820732
500,0.449328964117226
501,0.448879859742721
502,0.448431204248114
503,0.447982997184748
504,0.447535238104417
505,0.447087926559361
506,0.446641062102269
507,0.446194644286276
508,0.445748672664965
509,0.445303146792363
510,0.444858066222946
511,0.444413430511631
512,0.443969239213785
513,0.443525491885214
514,0.443082188082172
515,0.442639327361356
516,0.442196909279903
517,0.441754933395397
518,0.441313399265861
519,0.440872306449761
520,0.440431654506004
521,0.439991442993938
522,0.439551671473352
523,0.439112339504474
524,0.438673446647973
525,0.438234992464954
526,0.437796976516964
527,0.437359398365988
528,0.436922257574446
529,0.436485553705198
530,0.43604928632154
531,0.435613454987205
532,0.435178059266362
533,0.434743098723613
534,0.434308572924
535,0.433874481432996
536,0.433440823816509
537,0.433007599640882
538,0.432574808472892
539,0.432142449879745
540,0.431710523429085
541,0.431279028688983
542,0.430847965227947
543,0.430417332614912
544,0.429987130419245
545,0.429557358210744
546,0.429128015559637
547,0.428699102036582
548,0.428270617212665
549,0.4278425606594
550,0.427414931948732
551,0.426987730653031
552,0.426560956345096
553,0.426134608598154
554,0.425708686985855
555,0.425283191082279
556,0.42485812046193
557,0.424433474699736
558,0.424009253371052
559,0.423585456051657
560,0.423162082317754
561,0.422739131745968
562,0.422316603913349
563,0.421894498397369
564,0.421472814775923
565,0.421051552627326
566,0.420630711530317
567,0.420210291064055
568,0.419790290808119
569,0.419370710342509
570,0.418951549247644
571,0.418532807104363
572,0.418114483493924
573,0.417696577998004
574,0.417279090198696
575,0.416862019678514
576,0.416445366020385
577,0.416029128807658
578,0.415613307624094
579,0.415197902053872
580,0.414782911681587
581,0.414368336092248
582,0.413954174871279
583,0.41354042760452
584,0.413127093878223
585,0.412714173279055
586,0.412301665394094
587,0.411889569810833
588,0.411477886117176
589,0.411066613901439
590,0.410655752752351
591,0.410245302259049
592,0.409835262011084
593,0.409425631598415
594,0.409016410611412
595,0.408607598640854
596,0.408199195277928
597,0.407791200114231
598,0.407383612741769
599,0.406976432752953
600,0.406569659740604
601,0.40494662932651
602,0.403330078067124
603,0.401719980097591
604,0.40011630965631
605,0.398519041084519
606,0.396928148825888
607,0.395343607426105
608,0.393765391532475
609,0.39219347589351
610,0.390627835358526
611,0.389068444877241
612,0.387515279499375
613,0.385968314374247
614,0.384427524750384
615,0.382892885975117
616,0.381364373494195
617,0.379841962851384
618,0.378325629688082
619,0.376815349742926
620,0.375311098851405
621,0.373812852945471
622,0.37232058805316
623,0.370834280298201
624,0.369353905899637
625,0.367879441171447
626,0.366410862522164
627,0.364948146454499
628,0.363491269564962
629,0.362040208543492
630,0.360594940173083
631,0.359155441329409
632,0.357721688980459
633,0.356293660186164
634,0.354871332098032
635,0.353454681958785
636,0.352043687101989
637,0.350638324951698
638,0.349238573022085
639,0.347844408917092
640,0.346455810330062
641,0.345072755043388
642,0.343695220928157
643,0.342323185943793
644,0.340956628137706
645,0.339595525644944
646,0.338239856687836
647,0.336889599575652
648,0.335544732704247
649,0.334205234555724
650,0.332871083698084
651,0.331542258784884
652,0.330218738554898
653,0.328900501831773
654,0.327587527523694
655,0.326279794623044
656,0.324977282206068
657,0.323679969432541
658,0.32238783554543
659,0.321100859870565
660,0.319819021816308
661,0.318542300873223
662,0.317270676613748
663,0.316004128691867
664,0.314742636842786
665,0.31348618088261
666,0.312234740708015
667,0.310988296295932
668,0.309746827703225
669,0.308510315066369
670,0.307278738601136
671,0.306052078602275
672,0.304830315443201
673,0.303613429575677
674,0.302401401529504
675,0.301194211912206
676,0.299991841408725
677,0.298794270781105
678,0.297601480868193
679,0.296413452585323
680,0.295230166924018
681,0.294051604951683
682,0.292877747811299
683,0.291708576721129
684,0.290544072974409
685,0.289384217939055
686,0.288228993057361
687,0.287078379845706
688,0.285932359894252
689,0.284790914866657
690,0.283654026499775
691,0.282521676603368
692,0.281393847059814
693,0.280270519823816
694,0.279151676922114
695,0.278037300453198
696,0.276927372587021
697,0.275821875564713
698,0.274720791698299
699,0.273624103370412
700,0.272531793034017
701,0.271443843212124
702,0.270360236497513
703,0.269280955552454
704,0.268205983108428
705,0.267135301965854
706,0.26606889499381
707,0.265006745129763
708,0.263948835379291
709,0.262895148815815
710,0.26184566858033
711,0.260800377881127
712,0.259759259993535
713,0.258722298259644
714,0.257689476088044
715,0.25666077695356
716,0.255636184396982
717,0.254615682024807
718,0.253599253508978
719,0.252586882586614
720,0.25157855305976
721,0.250574248795122
722,0.249573953723811
723,0.248577651841083
724,0.247585327206088
725,0.24659696394161
726,0.245612546233816
727,0.244632058332001
728,0.243655484548338
729,0.242682809257627
730,0.24171401689704
731,0.24074909196588
732,0.239788019025328
733,0.238830782698196
734,0.237877367668682
735,0.236927758682125
736,0.235981940544762
737,0.235039898123482
738,0.234101616345586
739,0.233167080198545
740,0.232236274729762
741,0.231309185046329
742,0.230385796314792
743,0.22946609376091
744,0.228550062669424
745,0.227637688383816
746,0.226728956306079
747,0.225823851896479
748,0.224922360673328
749,0.224024468212745
750,0.223130160148433
751,0.222239422171444
752,0.22135224002995
753,0.220468599529019
754,0.219588486530384
755,0.218711886952218
756,0.217838786768909
757,0.216969172010836
758,0.216103028764143
759,0.215240343170521
760,0.214381101426981
761,0.213525289785638
762,0.212672894553486
763,0.211823902092184
764,0.210978298817835
765,0.210136071200768
766,0.209297205765323
767,0.208461689089635
768,0.207629507805419
769,0.206800648597758
770,0.205975098204887
771,0.20515284341798
772,0.204333871080945
773,0.203518168090207
774,0.202705721394499
775,0.201896517994658
776,0.201090544943413
777,0.200287789345176
778,0.199488238355842
779,0.198691879182577
780,0.197898699083618
781,0.197108685368066
782,0.196321825395684
783,0.195538106576698
784,0.194757516371588
785,0.193980042290895
786,0.193205671895017
787,0.19243439279401
788,0.191666192647394
789,0.190901059163949
790,0.190138980101523
791,0.189379943266836
792,0.18862393651528
793,0.187870947750733
794,0.187120964925357
795,0.186373976039413
796,0.185629969141061
797,0.184888932326175
798,0.184150853738151
799,0.183415721567715
800,0.182683524052737
801,0.181954249478042
802,0.181227886175219
803,0.180504422522442
804,0.179783846944276
805,0.179066147911496
806,0.178351313940903
807,0.177639333595138
808,0.1769301954825
809,0.176223888256764
810,0.175520400617
811,0.17481972130739
812,0.17412183911705
813,0.173426742879851
814,0.172734421474238
815,0.172044863823053
816,0.17135805889336
817,0.170673995696265
818,0.169992663286742
819,0.169314050763458
820,0.168638147268598
821,0.167964941987692
822,0.167294424149442
823,0.166626583025546
824,0.165961407930534
825,0.165298888221589
826,0.164639013298382
827,0.1639817726029
828,0.163327155619278
829,0.162675151873631
830,0.162025750933883
831,0.161378942409608
832,0.160734715951853
833,0.160093061252983
834,0.159453968046508
835,0.158817426106923
836,0.158183425249545
837,0.157551955330345
838,0.156923006245791
839,0.156296567932685
840,0.155672630368
841,0.155051183568722
842,0.154432217591689
843,0.153815722533432
844,0.153201688530017
845,0.152590105756886
846,0.151980964428703
847,0.151374254799194
848,0.15076996716099
849,0.150168091845477
850,0.149568619222638
851,0.148971539700896
852,0.148376843726968
853,0.147784521785705
854,0.147194564399944
855,0.146606962130353
856,0.146021705575283
857,0.145438785370618
858,0.144858192189622
859,0.144279916742791
860,0.143703949777705
861,0.143130282078882
862,0.142558904467626
863,0.141989807801882
864,0.141422982976092
865,0.140858420921047
866,0.140296112603742
867,0.139736049027231
868,0.139178221230486
869,0.13862262028825
870,0.138069237310895
871,0.137518063444283
872,0.13696908986962
873,0.136422307803317
874,0.135877708496848
875,0.135335283236615
876,0.1347950233438
877,0.134256920174235
878,0.133720965118257
879,0.133187149600573
880,0.132655465080124
881,0.132125903049946
882,0.131598455037036
883,0.131073112602214
884,0.13054986733999
885,0.130028710878428
886,0.129509634879014
887,0.128992631036522
888,0.128477691078877
889,0.127964806767031
890,0.127453969894823
891,0.126945172288852
892,0.126438405808346
893,0.125933662345031
894,0.125430933822999
895,0.124930212198585
896,0.12443148946023
897,0.123934757628362
898,0.12344000875526
899,0.122947234924931
900,0.122456428252984
901,0.121967580886501
902,0.121480685003915
903,0.12099573281488
904,0.120512716560152
905,0.120031628511459
906,0.119552460971383
907,0.119075206273233
908,0.118599856780924
909,0.118126404888854
910,0.117654843021781
911,0.117185163634707
912,0.116717359212751
913,0.116251422271033
914,0.115787345354551
915,0.115325121038065
916,0.114864741925975
917,0.114406200652207
918,0.11394948988009
919,0.113494602302242
920,0.113041530640452
921,0.112590267645564
922,0.11214080609736
923,0.111693138804446
924,0.111247258604135
925,0.110803158362336
926,0.110360830973434
927,0.109920269360182
928,0.109481466473585
929,0.109044415292787
930,0.10860910882496
931,0.108175540105191
932,0.107743702196372
933,0.107313588189086
934,0.106885191201501
935,0.106458504379255
936,0.10603352089535
937,0.105610233950042
938,0.10518863677073
939,0.10476872261185
940,0.104350484754767
941,0.103933916507666
942,0.103519011205447
943,0.103105762209615
944,0.102694162908179
945,0.102284206715539
946,0.101875887072389
947,0.101469197445606
948,0.101064131328147
949,0.100660682238945
950,0.100258843722806
951,0.099858609350305
952,0.0994599727176844
953,0.0990629274467491
954,0.0986674671847663
955,0.0982735856043633
956,0.0978812764034265
957,0.0974905333050003
958,0.0971013500571868
959,0.0967137204330457
960,0.0963276382304948
961,0.0959430972722105
962,0.0955600914055294
963,0.0951786145023494
964,0.0947986604590318
965,0.0944202231963041
966,0.0940432966591617
967,0.0936678748167722
968,0.0932939516623779
969,0.0929215212132006
970,0.092550577510345
971,0.0921811146187039
972,0.0918131266268633
973,0.0914466076470074
974,0.0910815518148247
975,0.0907179532894141
976,0.0903558062531915
977,0.0899951049117965
978,0.089635843494
979,0.0892780162516117
980,0.0889216174593879
981,0.0885666414149406
982,0.0882130824386452
983,0.0878609348735508
984,0.0875101930852887
985,0.0871608514619829
986,0.0868129044141599
987,0.0864663463746595
988,0.0861211717985457
989,0.085777375163018
990,0.0854349509673228
991,0.0850938937326657
992,0.0847541980021236
993,0.0844158583405577
994,0.0840788693345261
995,0.0837432255921975
996,0.0834089217432649
997,0.0830759524388596
998,0.0827443123514656
999,0.0824139961748345
1000,0.0820849986239003
